City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Stokmarknes,NO,2022-09-21 17:21:15,68.5646,14.9108,51.76,93,75,10.36
294,Rowlett,US,2022-09-21 17:18:41,32.9029,-96.5639,96.33,48,0,8.05
295,Ambilobe,MG,2022-09-21 17:21:16,-13.2,49.05,76.73,55,62,1.77
296,Zhigansk,RU,2022-09-21 17:21:17,66.7697,123.3711,30.16,95,99,17.56
297,Hundorp,NO,2022-09-21 17:21:18,61.5552,9.9407,48.87,69,46,5.55
298,Aksarka,RU,2022-09-21 17:21:19,66.5606,67.7975,38.25,75,88,14.45
299,Luderitz,NA,2022-09-21 17:21:19,-26.6481,15.1594,64.94,46,96,6.78
300,Susanville,US,2022-09-21 17:21:20,40.4163,-120.653,54.12,75,75,8.01
301,San Carlos,VE,2022-09-21 17:21:20,9.6612,-68.5827,86.97,61,100,3.67
302,Ust-Abakan,RU,2022-09-21 17:21:21,53.8525,91.3742,44.89,93,49,2.24
303,Maldonado,UY,2022-09-21 17:21:22,-34.6667,-54.9167,60.19,47,80,11.5
304,Bonita Springs,US,2022-09-21 17:18:34,26.3398,-81.7787,92.03,71,1,1.01
305,Yumen,CN,2022-09-21 17:21:23,40.2833,97.2,60.57,14,0,9.64
306,Fortuna,US,2022-09-21 17:21:23,40.5982,-124.1573,63.93,86,100,1.01
307,Dzhebariki-Khaya,RU,2022-09-21 17:21:24,62.2167,135.8,26.01,82,30,4.59
308,Vaitape,PF,2022-09-21 17:21:24,-16.5167,-151.75,78.57,72,5,19.86
309,Shimoda,JP,2022-09-21 17:21:25,34.6667,138.95,65.1,73,99,22.37
310,Ucluelet,CA,2022-09-21 17:21:25,48.9329,-125.5528,66.51,72,3,3.24
311,Sangar,RU,2022-09-21 17:21:26,63.9242,127.4739,29.35,88,20,14.7
312,Guerrero Negro,MX,2022-09-21 17:20:03,27.9769,-114.0611,76.46,65,74,7.05
313,Hokitika,NZ,2022-09-21 17:21:27,-42.7167,170.9667,46.69,76,1,4.9
314,Batie,BF,2022-09-21 17:21:28,9.8833,-2.9167,81.73,76,80,1.99
315,Bilma,NE,2022-09-21 17:21:28,18.6853,12.9164,98.26,9,12,7.16
316,Airai,TL,2022-09-21 17:21:29,-8.9266,125.4092,60.46,83,100,2.62
317,Goure,NE,2022-09-21 17:22:29,13.9835,10.2704,93.49,27,86,6.76
318,Ponta Do Sol,PT,2022-09-21 17:22:30,32.6667,-17.1,77.63,77,53,3.78
319,Byron Bay,AU,2022-09-21 17:22:30,-28.65,153.6167,63.95,86,95,14.63
320,Bac Lieu,VN,2022-09-21 17:22:31,9.285,105.7244,78.39,87,100,9.6
321,Palmer,US,2022-09-21 17:21:48,42.1584,-72.3287,73.49,67,40,0.0
322,Suntar,RU,2022-09-21 17:22:31,62.1444,117.6319,30.94,82,100,6.15
323,Clyde River,CA,2022-09-21 17:22:32,70.4692,-68.5914,30.43,80,75,8.05
324,Lewiston,US,2022-09-21 17:21:39,44.1003,-70.2148,66.7,77,100,3.44
325,Bat Yam,IL,2022-09-21 17:22:32,32.0231,34.7503,78.91,62,40,11.5
326,Murray Bridge,AU,2022-09-21 17:22:26,-35.1167,139.2667,54.12,97,11,6.69
327,Wasilla,US,2022-09-21 17:20:28,61.5814,-149.4394,43.07,94,100,3.44
328,Jumla,NP,2022-09-21 17:22:33,29.2747,82.1838,59.02,91,62,3.83
329,Aykhal,RU,2022-09-21 17:22:34,66.0,111.5,10.36,97,89,6.06
330,Lima,PE,2022-09-21 17:22:11,-12.0432,-77.0282,59.25,72,100,3.44
331,San Felipe,VE,2022-09-21 17:22:34,10.3399,-68.7425,89.96,47,71,6.42
332,Antofagasta,CL,2022-09-21 17:19:30,-23.65,-70.4,60.08,65,3,10.27
333,Lander,US,2022-09-21 17:22:35,42.833,-108.7307,63.19,66,100,8.05
334,Ponta Delgada,PT,2022-09-21 17:22:36,37.7333,-25.6667,75.92,83,20,13.8
335,Salina Cruz,MX,2022-09-21 17:22:36,16.1667,-95.2,86.86,58,88,13.94
336,Dryden,CA,2022-09-21 17:22:37,49.7833,-92.7503,46.69,81,100,11.5
337,Sorrento,IT,2022-09-21 17:17:39,40.626,14.3744,71.17,51,0,5.99
338,Haines Junction,CA,2022-09-21 17:22:37,60.7522,-137.5108,55.35,62,99,8.05
339,Pangkalanbuun,ID,2022-09-21 17:22:38,-2.6833,111.6167,75.06,94,98,1.61
340,Kibala,TD,2022-09-21 17:22:38,9.1104,18.3463,84.15,70,20,0.0
341,San Jose,US,2022-09-21 17:18:03,37.3394,-121.895,70.84,65,75,4.0
342,Xilagani,GR,2022-09-21 17:22:39,40.9833,25.4167,62.89,51,100,14.52
343,Yar-Sale,RU,2022-09-21 17:22:40,66.8333,70.8333,41.36,69,85,16.71
344,Karaton,ID,2022-09-21 17:22:40,-6.3424,106.1045,74.71,92,97,0.74
345,Hay River,CA,2022-09-21 17:19:21,60.8156,-115.7999,57.18,51,75,11.5
346,Kerrville,US,2022-09-21 17:22:41,30.0474,-99.1403,89.55,55,40,6.91
347,Zlotow,PL,2022-09-21 17:22:41,53.3635,17.0408,51.76,60,57,8.75
348,Bubaque,GW,2022-09-21 17:22:42,11.2833,-15.8333,81.09,79,79,11.25
349,Inirida,CO,2022-09-21 17:22:42,3.8653,-67.9239,80.06,84,97,0.58
350,Palu,ID,2022-09-21 17:22:42,-0.8917,119.8707,74.82,96,100,2.48
351,Jiazi,CN,2022-09-21 17:22:43,22.8779,116.067,77.0,79,67,8.72
352,Nakasongola,UG,2022-09-21 17:22:43,1.3089,32.4564,66.36,78,87,6.78
353,Gizo,SB,2022-09-21 17:22:45,-8.103,156.8419,76.14,81,100,10.6
354,Padang,ID,2022-09-21 17:22:45,-0.9492,100.3543,75.78,95,100,8.25
355,Bambari,CF,2022-09-21 17:22:46,5.768,20.6757,74.73,92,14,3.04
356,Poum,NC,2022-09-21 17:22:46,-20.2333,164.0167,76.14,74,18,6.2
357,Shingu,JP,2022-09-21 17:22:47,33.7333,135.9833,72.21,90,100,16.31
358,Kavieng,PG,2022-09-21 17:22:47,-2.5744,150.7967,81.27,73,98,4.32
359,Sao Luiz Gonzaga,BR,2022-09-21 17:22:48,-28.4083,-54.9608,73.94,59,27,5.93
360,Jaisalmer,IN,2022-09-21 17:22:48,26.9147,70.9181,91.36,30,5,13.53
361,Sinnamary,GF,2022-09-21 17:22:49,5.3833,-52.95,83.48,74,70,14.18
362,Vanderhoof,CA,2022-09-21 17:20:14,54.0166,-124.0198,53.2,44,39,1.97
363,Krasnoselkup,RU,2022-09-21 17:23:49,65.7,82.4667,48.56,94,100,14.85
364,Labuhan,ID,2022-09-21 17:23:49,-6.8844,112.2051,78.04,84,100,7.7
365,Muros,ES,2022-09-21 17:23:50,42.7762,-9.0603,82.17,73,15,0.6
366,Killorglin,IE,2022-09-21 17:23:50,52.1,-9.7833,60.78,82,100,12.66
367,Serik,TR,2022-09-21 17:23:51,36.9169,31.0989,79.75,65,44,4.03
368,Kentau,KZ,2022-09-21 17:23:52,43.5206,68.5094,73.02,18,0,11.45
369,Lavrentiya,RU,2022-09-21 17:23:53,65.5833,-171.0,40.82,94,100,24.56
370,Beringovskiy,RU,2022-09-21 17:23:53,63.05,179.3167,41.09,91,70,6.98
371,Isiro,CD,2022-09-21 17:23:54,2.7739,27.616,69.01,97,94,2.75
372,Kjollefjord,NO,2022-09-21 17:23:54,70.9457,27.3465,46.45,87,75,25.32
373,Quatre Cocos,MU,2022-09-21 17:23:55,-20.2078,57.7625,72.09,80,40,16.08
374,Gornyy,RU,2022-09-21 17:23:55,55.1153,83.9059,55.4,51,77,7.34
375,Trud,BG,2022-09-21 17:23:55,42.2333,24.7333,57.42,58,75,6.91
376,Vieste,IT,2022-09-21 17:23:56,41.8825,16.175,65.46,52,0,12.82
377,Meulaboh,ID,2022-09-21 17:23:56,4.1363,96.1285,74.57,88,100,4.88
378,Ballina,AU,2022-09-21 17:23:57,-28.8667,153.5667,64.02,99,98,16.44
379,Akdepe,TM,2022-09-21 17:23:57,42.0551,59.3788,71.69,19,0,10.89
380,Lasa,IT,2022-09-21 17:23:58,46.6166,10.7002,59.88,71,9,1.88
381,Poltavka,RU,2022-09-21 17:23:58,54.3663,71.7632,68.43,42,32,4.61
382,Evensk,RU,2022-09-21 17:23:58,61.95,159.2333,41.32,70,100,5.84
383,Sept-Iles,CA,2022-09-21 17:22:10,50.2001,-66.3821,52.32,86,100,9.22
384,Nishihara,JP,2022-09-21 17:23:59,26.1842,127.7558,78.08,79,100,4.61
385,Narsaq,GL,2022-09-21 17:24:00,60.9167,-46.05,48.42,44,27,3.53
386,Itaqui,BR,2022-09-21 17:24:00,-29.1253,-56.5531,70.03,67,53,11.63
387,Sao Miguel Do Araguaia,BR,2022-09-21 17:24:00,-13.275,-50.1628,96.71,27,83,7.14
388,Granadilla De Abona,ES,2022-09-21 17:24:01,28.1188,-16.576,73.98,74,20,21.85
389,Faya,SA,2022-09-21 17:24:01,18.3851,42.4509,68.11,60,26,3.89
390,Provideniya,RU,2022-09-21 17:24:02,64.3833,-173.3,40.69,97,100,22.26
391,Ostrovnoy,RU,2022-09-21 17:24:02,68.0531,39.5131,40.51,78,100,10.65
392,Ibra,OM,2022-09-21 17:24:02,22.6906,58.5334,86.34,42,78,2.82
393,Pasighat,IN,2022-09-21 17:24:03,28.0667,95.3333,75.81,97,100,2.86
394,Zaltan,LY,2022-09-21 17:24:03,32.947,11.8665,79.14,65,43,10.78
395,Mizan Teferi,ET,2022-09-21 17:24:04,6.9833,35.5833,61.32,97,100,2.73
396,Tandalti,SD,2022-09-21 17:24:05,13.0167,31.8667,89.24,45,39,2.62
397,Nanortalik,GL,2022-09-21 17:24:06,60.1432,-45.2371,42.64,74,25,14.12
398,Sambava,MG,2022-09-21 17:24:06,-14.2667,50.1667,70.66,90,93,13.62
399,Empalme,MX,2022-09-21 17:24:07,27.9667,-110.8167,89.65,74,40,0.0
400,Esperance,AU,2022-09-21 17:24:07,-33.8667,121.9,58.84,81,23,21.41
401,Puerto Escondido,MX,2022-09-21 17:24:08,15.85,-97.0667,85.03,51,40,8.05
402,Carnot,CF,2022-09-21 17:24:09,4.9409,15.8665,73.96,92,76,2.08
403,Gat,IL,2022-09-21 17:24:09,31.61,34.7642,79.48,100,0,8.72
404,Kondinskoye,RU,2022-09-21 17:24:10,59.6481,67.41,53.35,69,27,9.33
405,Tual,ID,2022-09-21 17:24:11,-5.6667,132.75,82.18,75,100,6.26
406,Kununurra,AU,2022-09-21 17:21:40,-15.7667,128.7333,80.58,69,24,6.91
407,Isangel,VU,2022-09-21 17:24:12,-19.55,169.2667,73.65,87,0,7.23
408,Bonnyville,CA,2022-09-21 17:21:38,54.2668,-110.735,56.52,39,3,8.7
409,Sibu,MY,2022-09-21 17:25:12,2.3,111.8167,75.51,94,40,1.14
410,Adet,ET,2022-09-21 17:25:13,11.2644,37.4888,57.29,82,70,5.77
411,Sarana,RU,2022-09-21 17:25:13,56.4773,57.7259,59.29,72,94,2.62
412,Itapaci,BR,2022-09-21 17:25:14,-14.9508,-49.5494,93.2,28,96,6.24
413,Chernyanka,RU,2022-09-21 17:25:14,50.9409,37.8069,52.72,68,12,5.21
414,Am Timan,TD,2022-09-21 17:25:15,11.0297,20.2827,79.05,78,5,2.71
415,Winnemucca,US,2022-09-21 17:25:15,40.973,-117.7357,53.65,66,100,13.8
416,Auki,SB,2022-09-21 17:25:16,-8.7676,160.7034,75.74,90,100,2.51
417,Amahai,ID,2022-09-21 17:25:17,-3.3333,128.9167,77.4,85,98,3.0
418,Coahuayana,MX,2022-09-21 17:25:17,18.7333,-103.6833,81.57,74,99,2.55
419,Alice Springs,AU,2022-09-21 17:23:45,-23.7,133.8833,47.75,61,2,0.0
420,Altukhovo,RU,2022-09-21 17:25:18,52.67,34.36,47.89,97,99,4.74
421,Barcelos,PT,2022-09-21 17:25:19,41.5388,-8.6151,79.92,61,0,5.19
422,Lotoshino,RU,2022-09-21 17:25:19,56.2267,35.6414,49.21,95,100,5.19
423,Utraula,IN,2022-09-21 17:25:19,27.3167,82.4167,77.76,91,31,9.01
424,Bilibino,RU,2022-09-21 17:25:20,68.0546,166.4372,34.75,84,100,13.42
425,Itoman,JP,2022-09-21 17:25:20,26.1247,127.6694,79.57,76,100,4.61
426,Severo-Kurilsk,RU,2022-09-21 17:25:21,50.6789,156.125,48.36,78,53,15.32
427,Rock Springs,US,2022-09-21 17:21:23,41.5875,-109.2029,70.05,58,0,11.5
428,Stettler,CA,2022-09-21 17:25:22,52.3168,-112.7186,55.15,47,0,16.11
429,Juruti,BR,2022-09-21 17:25:22,-2.1522,-56.0922,99.64,28,94,4.83
430,Bardiyah,LY,2022-09-21 17:25:23,31.7561,25.0865,77.85,65,23,10.11
431,Puerto Gaitan,CO,2022-09-21 17:25:24,4.3133,-72.0816,86.59,61,98,10.29
432,Merauke,ID,2022-09-21 17:25:24,-8.4667,140.3333,78.26,89,100,13.87
433,Skjervoy,NO,2022-09-21 17:25:25,70.0311,20.9714,46.4,84,100,6.08
434,Chifeng,CN,2022-09-21 17:25:26,42.2683,118.9636,61.0,53,21,13.76
435,Tabas,IR,2022-09-21 17:25:26,33.5959,56.9244,85.57,12,0,6.26
436,Huarmey,PE,2022-09-21 17:25:27,-10.0681,-78.1522,67.75,70,99,13.49
437,Quelimane,MZ,2022-09-21 17:23:04,-17.8786,36.8883,76.95,78,0,17.27
438,Rockhampton,AU,2022-09-21 17:25:27,-23.3833,150.5,67.89,94,75,2.3
439,Pochutla,MX,2022-09-21 17:25:28,15.7432,-96.4661,87.82,69,100,4.45
440,Vardo,NO,2022-09-21 17:25:28,70.3705,31.1107,40.98,87,20,20.71
441,Abu Samrah,SY,2022-09-21 17:25:29,35.3029,37.1841,73.0,61,0,16.98
442,Tuim,RU,2022-09-21 17:25:30,54.3417,89.9261,46.51,69,86,5.48
443,Ancud,CL,2022-09-21 17:25:30,-41.8697,-73.8203,48.22,77,73,12.73
444,Nargana,PA,2022-09-21 17:25:31,9.4428,-78.5906,82.51,78,67,6.15
445,Ushtobe,KZ,2022-09-21 17:25:33,45.2514,77.9838,72.09,23,82,9.1
446,Stargard Szczecinski,PL,2022-09-21 17:25:33,53.3367,15.0499,55.6,66,46,7.81
447,Mitikas,GR,2022-09-21 17:25:34,38.6699,20.9466,71.58,49,5,10.89
448,Bambanglipuro,ID,2022-09-21 17:25:35,-7.95,110.2833,76.55,89,94,8.68
449,Solnechnyy,RU,2022-09-21 17:25:35,50.7214,136.6319,46.83,78,100,8.77
450,Saint Anthony,US,2022-09-21 17:25:36,45.0205,-93.218,66.49,55,0,18.41
451,Lompoc,US,2022-09-21 17:25:37,34.6391,-120.4579,73.62,74,20,0.0
452,Erenhot,CN,2022-09-21 17:25:37,43.6475,111.9767,53.2,49,70,13.76
453,Khiv,RU,2022-09-21 17:25:38,41.7543,47.9306,63.14,75,1,3.42
454,Thanh Hoa,VN,2022-09-21 17:24:13,19.8,105.7667,73.49,97,89,3.91
455,Sawakin,SD,2022-09-21 17:25:38,19.1059,37.3321,87.69,59,32,5.95
456,Hendersonville,US,2022-09-21 17:25:39,36.3048,-86.62,95.99,44,0,3.0
457,Visp,CH,2022-09-21 17:26:40,46.2937,7.8815,61.77,83,47,1.99
458,Sibenik,HR,2022-09-21 17:26:40,43.7272,15.9058,62.38,43,12,7.0
459,Aranos,NA,2022-09-21 17:26:41,-24.1333,19.1167,61.9,12,0,5.37
460,Kodinsk,RU,2022-09-21 17:26:41,58.6881,99.1844,33.8,77,100,3.8
461,Lieksa,FI,2022-09-21 17:26:42,63.3167,30.0167,44.58,59,17,1.34
462,Dromolaxia,CY,2022-09-21 17:26:42,34.8761,33.586,80.73,69,0,12.66
463,Tilichiki,RU,2022-09-21 17:26:43,60.4667,166.1,40.15,82,94,23.0
464,Sabha,LY,2022-09-21 17:26:43,27.0377,14.4283,95.25,9,0,4.23
465,Windhoek,NA,2022-09-21 17:25:41,-22.5594,17.0832,73.6,6,0,4.61
466,Jubbal,IN,2022-09-21 17:26:43,31.1167,77.6667,56.93,86,29,2.55
467,Namatanai,PG,2022-09-21 17:23:12,-3.6667,152.4333,78.31,77,77,2.73
468,Preobrazheniye,RU,2022-09-21 17:26:44,42.9019,133.9064,53.78,71,9,4.56
469,Kargasok,RU,2022-09-21 17:26:45,59.0556,80.8572,58.46,71,89,11.74
470,Marsa Matruh,EG,2022-09-21 17:26:45,31.3525,27.2453,80.8,61,0,5.75
471,Hamilton,US,2022-09-21 17:24:10,39.1834,-84.5333,93.74,56,0,9.22
472,Thunder Bay,CA,2022-09-21 17:24:26,48.4001,-89.3168,60.78,51,75,19.57
473,Beruwala,LK,2022-09-21 17:26:46,6.4788,79.9828,79.5,85,7,6.58
474,Saginaw,US,2022-09-21 17:24:53,43.3334,-84.0333,81.12,79,100,8.05
475,Santa Rosa,PH,2022-09-21 17:26:47,14.3122,121.1114,79.09,89,100,3.83
476,Moron,AR,2022-09-21 17:26:47,-34.6534,-58.6198,65.95,62,61,4.99
477,Cabedelo,BR,2022-09-21 17:24:28,-6.9811,-34.8339,84.87,66,38,12.19
478,Xambioa,BR,2022-09-21 17:26:48,-6.4111,-48.5364,101.21,22,37,6.22
479,Kaputa,ZM,2022-09-21 17:26:48,-8.4689,29.6619,84.4,32,39,5.28
480,Petropavlovsk-Kamchatskiy,RU,2022-09-21 17:26:49,53.0452,158.6483,43.39,65,40,11.18
481,Muana,BR,2022-09-21 17:26:49,-1.5283,-49.2167,93.31,43,12,6.2
482,Avera,US,2022-09-21 17:26:49,33.194,-82.5271,90.91,37,0,5.77
483,Margate,GB,2022-09-21 17:26:50,51.3813,1.3862,63.3,71,55,3.0
484,Teguldet,RU,2022-09-21 17:26:50,57.3064,88.1667,49.53,89,100,8.1
485,Ascheberg,DE,2022-09-21 17:26:51,51.7833,7.6167,62.15,55,7,2.35
486,Cap Malheureux,MU,2022-09-21 17:26:51,-19.9842,57.6142,72.46,73,2,8.99
487,Calama,CL,2022-09-21 17:22:19,-22.4667,-68.9333,66.69,12,0,20.71
488,Yaan,NG,2022-09-21 17:26:51,7.3833,8.5667,79.11,84,94,0.92
489,Sokoto,NG,2022-09-21 17:26:52,13.0609,5.239,87.1,59,76,1.32
490,Bonthe,SL,2022-09-21 17:26:52,7.5264,-12.505,77.58,84,100,13.0
491,Farafangana,MG,2022-09-21 17:26:53,-22.8167,47.8333,70.18,84,4,10.45
492,Tuatapere,NZ,2022-09-21 17:26:54,-46.1333,167.6833,41.49,94,35,3.06
493,Nayoro,JP,2022-09-21 17:26:55,44.3506,142.4578,42.89,89,0,3.69
494,Goderich,CA,2022-09-21 17:25:02,43.7501,-81.7165,75.9,94,68,12.66
495,Thinadhoo,MV,2022-09-21 17:26:55,0.5333,72.9333,82.99,68,6,5.48
496,Papenburg,DE,2022-09-21 17:26:56,53.0667,7.4,57.96,79,25,5.5
497,Rorvik,NO,2022-09-21 17:26:56,64.8621,11.2373,51.91,93,75,8.05
498,Cedar City,US,2022-09-21 17:26:57,37.6775,-113.0619,70.77,43,20,21.85
499,Prince Rupert,CA,2022-09-21 17:24:29,54.3161,-130.3201,57.29,87,0,3.44
500,Hue,VN,2022-09-21 17:26:58,16.4667,107.6,77.11,94,40,3.44
501,Saint George,US,2022-09-21 17:27:58,37.1041,-113.5841,85.24,40,0,10.36
502,Coquimbo,CL,2022-09-21 17:23:26,-29.9533,-71.3436,62.33,51,0,13.8
503,Pangnirtung,CA,2022-09-21 17:27:59,66.1451,-65.7125,35.6,69,20,5.75
504,Tarakan,ID,2022-09-21 17:27:59,3.3,117.6333,72.9,100,20,0.0
505,Yankton,US,2022-09-21 17:28:00,42.8711,-97.3973,55.65,67,75,19.57
506,Iroquois Falls,CA,2022-09-21 17:28:00,48.7669,-80.6831,61.12,94,100,11.63
507,Boralday,KZ,2022-09-21 17:28:00,43.3578,76.8594,67.86,42,75,4.47
508,Upata,VE,2022-09-21 17:28:01,8.0086,-62.3989,80.31,78,100,3.8
509,Mana,GF,2022-09-21 17:28:02,5.6592,-53.7767,86.95,65,29,13.13
510,Panorama,GR,2022-09-21 17:28:03,40.5878,23.0315,64.9,42,20,5.75
511,La Ronge,CA,2022-09-21 17:28:03,55.1001,-105.2842,53.82,54,20,4.61
512,Port Hedland,AU,2022-09-21 17:28:04,-20.3167,118.5667,64.45,63,27,8.05
513,Gold Coast,AU,2022-09-21 17:28:04,-28.0,153.4333,66.99,94,75,12.66
514,Toktogul,KG,2022-09-21 17:28:05,41.8708,72.9402,69.3,41,3,2.21
515,Vanimo,PG,2022-09-21 17:28:05,-2.6741,141.3028,76.46,90,87,4.29
516,Nalut,LY,2022-09-21 17:28:06,30.3333,10.85,96.73,9,7,8.66
517,Caborca,MX,2022-09-21 17:28:06,30.5838,-111.101,81.18,62,100,3.27
518,Khandagayty,RU,2022-09-21 17:28:07,50.7333,92.05,46.08,77,40,1.7
519,Maragogi,BR,2022-09-21 17:28:08,-9.0122,-35.2225,80.83,62,24,9.08
520,Santa Fe,AR,2022-09-21 17:28:08,-31.6333,-60.7,64.02,61,76,11.01
521,Redmond,US,2022-09-21 17:28:09,47.674,-122.1215,69.75,53,0,3.0
522,Abu Kamal,SY,2022-09-21 17:28:09,34.4506,40.9171,88.48,30,1,3.83
523,Sorland,NO,2022-09-21 17:28:10,67.667,12.6934,53.46,97,100,22.91
524,Alta Floresta,BR,2022-09-21 17:28:10,-9.8756,-56.0861,96.94,26,75,3.65
525,Agua Verde,MX,2022-09-21 17:28:11,22.9,-106.05,86.09,74,48,1.86
526,Curup,ID,2022-09-21 17:28:11,-3.4667,102.5333,67.01,98,85,0.69
527,Lacombe,CA,2022-09-21 17:28:12,52.4668,-113.7353,56.32,37,0,15.64
528,Port Augusta,AU,2022-09-21 17:26:23,-32.5,137.7667,51.44,95,5,6.22
529,Itarema,BR,2022-09-21 17:28:01,-2.9248,-39.9167,85.66,60,12,18.1
530,Chernyshevskiy,RU,2022-09-21 17:28:13,63.0128,112.4714,23.94,87,17,3.02
531,Beisfjord,NO,2022-09-21 17:28:13,68.3751,17.5988,49.05,95,100,4.94
532,Annau,TM,2022-09-21 17:28:14,37.8876,58.516,76.5,31,0,2.3
533,Muroto,JP,2022-09-21 17:28:14,33.2833,134.15,71.98,67,99,11.25
534,Xining,CN,2022-09-21 17:28:15,36.6167,101.7667,54.79,62,100,2.28
535,Pimentel,PE,2022-09-21 17:28:15,-6.8367,-79.9342,70.09,60,0,18.41
536,Anadyr,RU,2022-09-21 17:28:16,64.75,177.4833,43.3,93,75,6.71
537,Huangpu,CN,2022-09-21 17:28:17,25.4433,113.1747,71.2,60,58,2.91
538,Isla Mujeres,MX,2022-09-21 17:28:17,21.2311,-86.731,86.16,68,0,4.16
539,Imeni Poliny Osipenko,RU,2022-09-21 17:28:18,52.4201,136.4853,46.06,81,100,7.27
540,Verkhnevilyuysk,RU,2022-09-21 17:28:18,63.4453,120.3167,26.22,84,88,7.11
541,Koprivnica,HR,2022-09-21 17:28:19,46.1628,16.8275,55.2,62,58,3.06
542,Korla,CN,2022-09-21 17:28:20,41.7597,86.1469,75.94,21,75,7.4
543,Comodoro Rivadavia,AR,2022-09-21 17:28:21,-45.8667,-67.5,48.06,76,75,13.8
544,Verkhnyaya Inta,RU,2022-09-21 17:29:20,65.9811,60.3094,37.81,79,92,19.73
545,Narrabri,AU,2022-09-21 17:29:21,-30.3167,149.7833,57.52,94,75,9.22
546,Podgornoye,RU,2022-09-21 17:29:21,51.735,39.1496,52.02,93,85,4.47
547,Manado,ID,2022-09-21 17:29:21,1.487,124.8455,75.97,100,20,1.14
548,Puerto Ayacucho,VE,2022-09-21 17:29:22,5.6639,-67.6236,87.13,63,82,3.71
549,Berdigestyakh,RU,2022-09-21 17:29:22,62.0989,126.6992,27.45,87,74,7.76
550,Gashua,NG,2022-09-21 17:29:23,12.871,11.0482,92.59,34,75,5.66
551,Upernavik,GL,2022-09-21 17:29:23,72.7868,-56.1549,34.02,70,81,8.14
552,Avarua,CK,2022-09-21 17:29:24,-21.2078,-159.775,73.45,78,75,12.66
553,Abrau-Dyurso,RU,2022-09-21 17:29:25,44.69,37.59,53.06,63,95,10.4
554,Port Hardy,CA,2022-09-21 17:29:25,50.6996,-127.4199,53.78,76,20,2.3
555,Kaitangata,NZ,2022-09-21 17:29:25,-46.2817,169.8464,40.84,94,22,3.62
556,Tiksi,RU,2022-09-21 17:29:26,71.6872,128.8694,33.22,99,100,16.37
557,Ushuaia,AR,2022-09-21 17:29:26,-54.8,-68.3,47.86,57,75,12.66
558,Arraial Do Cabo,BR,2022-09-21 17:29:27,-22.9661,-42.0278,75.16,78,0,12.66
559,Bluff,NZ,2022-09-21 17:29:27,-46.6,168.3333,44.6,86,44,6.35
560,Hualmay,PE,2022-09-21 17:24:39,-11.0964,-77.6139,66.16,71,61,12.77
561,Adrar,MR,2022-09-21 17:29:28,20.5022,-10.0711,99.55,24,28,17.43
562,Chokurdakh,RU,2022-09-21 17:29:28,70.6333,147.9167,32.97,99,100,10.0
563,Cape Town,ZA,2022-09-21 17:24:47,-33.9258,18.4232,63.27,60,0,12.66
564,Bredasdorp,ZA,2022-09-21 17:29:29,-34.5322,20.0403,56.34,81,44,5.03
565,Vestmannaeyjar,IS,2022-09-21 17:29:29,63.4427,-20.2734,52.79,93,75,11.5
566,Nikolskoye,RU,2022-09-21 17:29:29,59.7035,30.7861,49.91,94,85,4.92
567,Geraldton,AU,2022-09-21 17:29:30,-28.7667,114.6,54.01,94,40,0.0
568,Saeby,DK,2022-09-21 17:27:22,57.3319,10.5225,55.96,71,99,6.89
569,Boa Vista,BR,2022-09-21 17:29:31,2.8197,-60.6733,87.78,55,20,5.75
570,Vanavara,RU,2022-09-21 17:29:31,60.34,102.2797,32.9,85,100,3.4
571,Riyadh,SA,2022-09-21 17:24:40,24.6877,46.7219,93.34,21,0,7.85
572,Vila Velha,BR,2022-09-21 17:26:37,-20.3297,-40.2925,84.15,75,20,13.8
573,Nhulunbuy,AU,2022-09-21 17:29:32,-12.2333,136.7667,74.01,94,6,1.14
574,Kenai,US,2022-09-21 17:29:33,60.5544,-151.2583,44.15,95,20,0.0
575,Beloha,MG,2022-09-21 17:29:33,-25.1667,45.05,74.37,57,0,10.45
576,Jamestown,US,2022-09-21 17:28:18,42.097,-79.2353,78.39,58,0,10.36
577,Punta Arenas,CL,2022-09-21 17:27:21,-53.15,-70.9167,53.62,50,0,17.27
578,Santa Cruz,BO,2022-09-21 17:28:08,-17.8,-63.1667,83.66,61,75,6.91
579,Vaini,TO,2022-09-21 17:29:35,-21.2,-175.2,75.36,83,75,10.36
580,Mataura,NZ,2022-09-21 17:29:35,-46.1927,168.8643,38.16,99,19,1.83
581,Payson,US,2022-09-21 17:25:50,40.0444,-111.7321,79.56,45,0,9.22
582,Saskylakh,RU,2022-09-21 17:29:36,71.9167,114.0833,17.76,94,23,6.24
583,Tirat Karmel,IL,2022-09-21 17:29:36,32.7617,34.9719,80.15,54,40,6.91
584,Rikitea,PF,2022-09-21 17:29:37,-23.1203,-134.9692,72.81,73,4,15.21
585,Praya,CV,2022-09-21 17:29:37,14.9215,-23.5087,84.74,61,20,17.27
586,Hobart,AU,2022-09-21 17:29:38,-42.8794,147.3294,54.05,89,40,6.91
587,Busselton,AU,2022-09-21 17:29:38,-33.65,115.3333,47.32,68,61,7.11
588,Dalvik,IS,2022-09-21 17:29:38,65.9702,-18.5286,55.33,82,71,6.73
589,Hilo,US,2022-09-21 17:29:39,19.7297,-155.09,74.62,76,75,3.44
590,Togur,RU,2022-09-21 17:29:39,58.3631,82.8265,60.96,76,100,10.07
