City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
201,Coihueco,CL,2022-09-21 17:18:27,-36.6167,-71.8333,54.34,50,75,4.61
202,Galesong,ID,2022-09-21 17:18:28,-5.3166,119.3661,75.22,82,84,6.93
203,Cayenne,GF,2022-09-21 17:18:28,4.9333,-52.3333,89.64,62,40,16.11
204,Bethel,US,2022-09-21 17:18:29,41.3712,-73.414,76.89,62,0,4.61
205,Santa Marta De Tormes,ES,2022-09-21 17:18:30,40.9506,-5.6272,73.42,49,20,16.11
206,Castro,BR,2022-09-21 17:18:30,-24.7911,-50.0119,59.4,99,100,4.36
207,Bayji,IQ,2022-09-21 17:18:31,34.9311,43.487,92.28,24,83,8.21
208,Hofn,IS,2022-09-21 17:18:31,64.2539,-15.2082,51.82,87,20,3.44
209,Port Lincoln,AU,2022-09-21 17:18:32,-34.7333,135.8667,53.49,82,22,4.38
210,Olafsvik,IS,2022-09-21 17:18:32,64.8945,-23.7142,50.36,84,97,2.71
211,Toamasina,MG,2022-09-21 17:18:33,-18.1667,49.3833,69.8,88,75,5.75
212,Dawson Creek,CA,2022-09-21 17:18:33,55.7666,-120.2362,55.04,54,0,2.3
213,Broome,US,2022-09-21 17:18:34,42.2506,-75.833,79.2,64,0,6.91
214,Honiara,SB,2022-09-21 17:18:34,-9.4333,159.95,74.79,88,100,1.19
215,Ahvaz,IR,2022-09-21 17:18:35,31.3203,48.6693,91.35,27,0,4.61
216,Cockburn Town,TC,2022-09-21 17:18:36,21.4612,-71.1419,82.58,83,100,26.13
217,Guangyuan,CN,2022-09-21 17:18:36,32.442,105.823,65.88,95,95,0.49
218,Umm Lajj,SA,2022-09-21 17:18:36,25.0213,37.2685,83.19,66,0,7.63
219,Sal Rei,CV,2022-09-21 17:18:37,16.1833,-22.9167,84.4,65,75,18.41
220,Mareeba,AU,2022-09-21 17:18:37,-17.0,145.4333,68.72,94,94,3.76
221,Hermanus,ZA,2022-09-21 17:18:38,-34.4187,19.2345,59.81,79,48,2.86
222,Dwarka,IN,2022-09-21 17:18:39,22.2394,68.9678,80.87,73,41,9.26
223,Astana,KZ,2022-09-21 17:18:39,51.1801,71.446,58.95,63,0,6.71
224,Santa Luzia,BR,2022-09-21 17:19:39,-19.7697,-43.8514,89.74,39,75,6.91
225,Carnarvon,AU,2022-09-21 17:19:40,-24.8667,113.6333,64.69,78,0,20.33
226,Beyneu,KZ,2022-09-21 17:19:40,45.3167,55.2,76.24,16,0,13.24
227,Malakal,SS,2022-09-21 17:19:41,9.5334,31.6605,76.86,88,87,4.05
228,Banda Aceh,ID,2022-09-21 17:19:41,5.5577,95.3222,79.48,80,100,10.63
229,Jalu,LY,2022-09-21 17:19:41,29.0331,21.5482,97.12,11,1,8.14
230,Lethem,GY,2022-09-21 17:19:42,3.3803,-59.7968,87.8,56,74,3.09
231,Matagami,CA,2022-09-21 17:17:38,49.7502,-77.6328,57.31,100,100,11.5
232,Innisfail,AU,2022-09-21 17:19:43,-17.5333,146.0333,71.56,91,86,2.77
233,Oktyabrskiy,RU,2022-09-21 17:19:43,54.4815,53.471,66.38,30,100,3.71
234,Oshawa,CA,2022-09-21 17:15:23,43.9001,-78.8496,75.69,76,75,11.5
235,Kudahuvadhoo,MV,2022-09-21 17:18:40,2.6708,72.8944,82.9,69,8,6.35
236,Hatillo,PR,2022-09-21 17:18:14,18.4863,-66.8254,93.11,54,62,5.01
237,Ayagoz,KZ,2022-09-21 17:19:45,47.9714,80.4392,59.54,43,0,9.86
238,Nelson,NZ,2022-09-21 17:19:45,-41.2833,173.2833,49.28,96,64,5.73
239,Praia Da Vitoria,PT,2022-09-21 17:19:47,38.7333,-27.0667,78.76,83,75,5.37
240,Gobabis,NA,2022-09-21 17:19:47,-22.45,18.9667,61.0,14,0,4.09
241,Yulara,AU,2022-09-21 17:19:48,-25.2406,130.9889,59.04,32,0,10.02
242,Kiruna,SE,2022-09-21 17:19:48,67.8557,20.2251,41.92,87,75,11.5
243,Pacific Grove,US,2022-09-21 17:19:49,36.6177,-121.9166,68.02,78,100,4.61
244,Souillac,MU,2022-09-21 17:19:49,-20.5167,57.5167,70.18,88,40,11.5
245,Dillon,US,2022-09-21 17:19:50,34.4166,-79.3712,91.74,37,0,4.38
246,Lanxi,CN,2022-09-21 17:19:51,29.2195,119.477,68.41,84,97,3.85
247,Norsup,VU,2022-09-21 17:19:51,-16.0667,167.3833,76.87,84,6,5.82
248,Tombouctou,ML,2022-09-21 17:19:52,20.0,-3.0,98.64,27,15,13.44
249,Okha,RU,2022-09-21 17:19:52,53.5739,142.9478,45.54,85,12,12.3
250,Akyab,MM,2022-09-21 17:19:53,20.15,92.9,81.52,80,55,2.42
251,Formosa,AR,2022-09-21 17:19:53,-26.1775,-58.1781,82.38,47,20,8.05
252,Senneterre,CA,2022-09-21 17:19:53,48.3835,-77.2328,57.54,93,100,14.0
253,Makakilo City,US,2022-09-21 17:19:54,21.3469,-158.0858,77.32,80,0,3.44
254,Hami,CN,2022-09-21 17:19:54,42.8,93.45,69.64,15,0,3.85
255,Hanzhong,CN,2022-09-21 17:19:55,33.0728,107.0303,61.88,90,49,2.28
256,Hit,IQ,2022-09-21 17:19:55,33.6416,42.8251,92.46,18,63,7.09
257,New Norfolk,AU,2022-09-21 17:19:55,-42.7826,147.0587,54.72,73,87,1.01
258,Salalah,OM,2022-09-21 17:19:56,17.0151,54.0924,82.49,83,75,8.05
259,Rawson,AR,2022-09-21 17:19:56,-43.3002,-65.1023,50.22,77,71,14.43
260,Barao De Cocais,BR,2022-09-21 17:19:57,-19.9458,-43.4872,86.38,40,65,2.46
261,Mokrous,RU,2022-09-21 17:19:57,51.2333,47.5167,65.32,80,100,5.73
262,Camocim,BR,2022-09-21 17:19:58,-2.9022,-40.8411,88.75,55,3,18.57
263,Usinsk,RU,2022-09-21 17:19:58,65.9939,57.5281,37.31,77,84,20.8
264,Pontianak,ID,2022-09-21 17:19:59,-0.0333,109.3333,75.18,100,69,1.14
265,Lakhnadon,IN,2022-09-21 17:19:59,22.6,79.6,72.25,94,100,12.44
266,Lorengau,PG,2022-09-21 17:20:00,-2.0226,147.2712,79.36,79,14,2.04
267,Olavarria,AR,2022-09-21 17:20:00,-36.8927,-60.3225,61.02,42,65,7.34
268,Georgetown,MY,2022-09-21 17:18:29,5.4112,100.3354,81.95,86,20,10.36
269,Gamba,GA,2022-09-21 17:21:01,-2.65,10.0,76.26,82,76,8.3
270,Atbasar,KZ,2022-09-21 17:21:02,51.8,68.3333,65.86,38,0,1.95
271,Constitucion,CL,2022-09-21 17:21:02,-35.3333,-72.4167,54.27,58,8,10.02
272,Madimba,TZ,2022-09-21 17:21:02,-10.4,40.3333,72.77,83,37,7.45
273,Seoul,KR,2022-09-21 17:17:32,37.5683,126.9778,63.84,94,0,1.14
274,Kanye,BW,2022-09-21 17:21:03,-24.9667,25.3327,63.9,13,0,7.94
275,Novikovo,RU,2022-09-21 17:21:04,51.1537,37.8879,53.55,73,19,5.79
276,Sirsa,IN,2022-09-21 17:21:05,29.5333,75.0167,81.39,71,25,5.59
277,Chumphon,TH,2022-09-21 17:21:05,10.3333,98.8333,72.54,92,99,3.85
278,Upington,ZA,2022-09-21 17:21:06,-28.4478,21.2561,68.38,22,0,3.44
279,Mitu,CO,2022-09-21 17:16:08,1.1983,-70.1733,94.66,41,95,2.08
280,Porto Santo,PT,2022-09-21 17:21:07,33.072,-16.3415,75.58,64,40,10.36
281,Tripoli,LY,2022-09-21 17:21:07,32.8752,13.1875,79.27,66,76,9.73
282,Mahajanga,MG,2022-09-21 17:21:08,-15.7167,46.3167,82.42,39,20,10.36
283,Meadow Lake,US,2022-09-21 17:21:08,34.8014,-106.5436,80.49,51,21,7.47
284,Laguna,US,2022-09-21 17:21:01,38.421,-121.4238,66.18,88,100,6.91
285,Manono,CD,2022-09-21 17:21:09,-7.3,27.4167,78.3,59,80,4.76
286,San Patricio,US,2022-09-21 17:21:10,28.017,-97.5169,90.84,50,4,7.14
287,Longyearbyen,SJ,2022-09-21 17:21:11,78.2186,15.6401,35.44,69,75,26.46
288,Belaya Gora,RU,2022-09-21 17:21:12,68.5333,146.4167,32.27,99,100,7.87
289,Chicago,US,2022-09-21 17:20:33,41.85,-87.65,87.87,59,75,11.5
290,Katobu,ID,2022-09-21 17:21:13,-4.9408,122.5276,74.34,92,58,1.48
291,Podporozhye,RU,2022-09-21 17:21:13,60.9112,34.1706,44.29,97,58,4.03
292,Najran,SA,2022-09-21 17:21:14,17.4924,44.1277,88.45,15,7,4.63
